id;country;CO2;worker;water;energy;CO2_score;water_score;energy_score
176;FALSE;35,7;4;534,5;40,2;;;
177;TRUE;11,9;4;1116,1;43;;;
178;FALSE;13,4;3;1361,8;26,9;;;
179;TRUE;2,3;3;1159,7;11,1;;;
180;TRUE;11,3;1;1303,3;33,9;;;
181;TRUE;13;3;458,2;26,6;;;
182;FALSE;25,1;4;1210,6;14,1;;;
183;TRUE;8,5;4;937,3;69,6;;;
184;FALSE;10,4;3;992,8;15,1;;;
185;FALSE;29,8;3;396,7;41;;;
186;FALSE;6,9;3;1335,5;18,8;;;
187;TRUE;27;4;1257,7;1;;;
188;TRUE;12,4;2;545,8;21,8;;;
189;TRUE;1;1;694;16,1;;;
190;TRUE;40,7;5;411,9;68,2;;;
191;TRUE;11,5;2;834,5;56,5;;;
192;TRUE;19,1;1;626,9;57,9;;;
193;TRUE;45,6;5;1369,5;33,9;;;
194;TRUE;47;3;333,5;0,7;;;
195;TRUE;11,2;1;798,7;58,8;;;
196;TRUE;12,5;3;1171;24,6;;;
197;TRUE;7,8;1;1118;68,5;;;
198;TRUE;13,2;2;673,4;15,5;;;
199;TRUE;17,8;3;563,8;60,9;;;
200;TRUE;49;1;1440,3;6,5;;;
201;FALSE;46,1;1;942,9;46,6;;;
202;TRUE;39,3;1;1082,4;15,3;;;
203;FALSE;12,5;1;636,9;48,1;;;
204;TRUE;16,4;5;891,7;43,8;;;
205;FALSE;25,3;5;328,3;43,3;;;
206;FALSE;22,2;5;1375,7;48,2;;;
207;FALSE;23,2;3;869,3;66,2;;;
208;FALSE;28,1;2;1316,5;48,2;;;
209;FALSE;21,8;1;1423;47,9;;;
210;TRUE;41,4;3;502,5;47,7;;;
211;FALSE;15,1;1;352,6;68,6;;;
212;TRUE;49,5;1;1210,6;44,9;;;
213;TRUE;47,3;4;884,7;15;;;
214;TRUE;28,3;4;508,3;61,4;;;
215;TRUE;9,5;3;837,1;7,1;;;
216;FALSE;31,7;2;954,6;32,5;;;
217;FALSE;2,4;5;946,2;7,5;;;
218;TRUE;41,2;4;1439,3;40,3;;;
219;FALSE;26,1;4;631;34,4;;;
220;TRUE;44,6;1;668,9;34,3;;;
221;FALSE;9,8;3;873,3;10,6;;;
222;TRUE;33,7;1;641,3;44,8;;;
223;FALSE;21,1;4;1221,1;49,1;;;
225;FALSE;13,1;1;724,1;57,3;;;
227;TRUE;38,2;1;884,5;29;;;
228;FALSE;25;3;861,5;44,6;;;
229;FALSE;43,1;5;1232,9;11,7;;;
230;TRUE;42,3;5;547,2;0,6;;;
231;TRUE;11,6;1;555,1;19,6;;;
232;TRUE;34,1;1;395,4;5,4;;;
233;TRUE;29,8;1;428;11,7;;;
234;TRUE;21,3;5;772,9;7,5;;;
235;TRUE;26,8;2;1126,4;54,8;;;
236;FALSE;44,3;4;334,5;51,7;;;
237;FALSE;16,7;4;729,1;11,4;;;
238;TRUE;47,5;2;641,2;28,6;;;
239;TRUE;26,9;5;816,3;64;;;
240;FALSE;27,6;3;954;29;;;
241;TRUE;27,8;4;1070;64,6;;;
242;TRUE;46,7;2;579,3;43,7;;;
243;TRUE;40,1;2;1152,9;61,5;;;
244;FALSE;23;2;1026,9;34,9;;;
245;TRUE;31;1;1159,8;61,2;;;
246;FALSE;31,7;2;614,7;47,4;;;
247;TRUE;46,1;3;983,7;3,3;;;
248;FALSE;34,2;1;1207,1;47,5;;;
249;TRUE;15,8;3;662,3;59,5;;;
250;TRUE;32,6;5;348,5;67;;;
251;FALSE;37,3;1;635,4;13,3;;;
252;FALSE;24,3;3;320,5;15,9;;;
253;TRUE;44,6;1;589,5;36,5;;;
254;TRUE;18,5;2;1105;19,4;;;
255;FALSE;10;3;325,6;24,2;;;
256;FALSE;44,9;5;1042,6;48,1;;;
257;FALSE;41,2;2;889,5;47,7;;;
258;FALSE;35,5;3;856,1;37,8;;;
259;FALSE;3,5;1;346,4;16,1;;;
260;FALSE;11,3;5;422,7;44;;;
261;FALSE;34,4;5;1073,7;27,8;;;
262;TRUE;34,3;3;536;65,8;;;
263;TRUE;22,4;4;1169,7;27,7;;;
264;TRUE;3,7;1;917,4;49;;;
265;FALSE;26,7;1;991;31,4;;;
267;TRUE;21,5;3;1071,9;5,6;;;
268;FALSE;38,1;5;1096,7;2,1;;;
270;TRUE;30,6;1;581,7;15,6;;;
271;TRUE;12,9;4;1002,5;22,9;;;
273;FALSE;47;1;1032,6;18,6;;;
274;TRUE;1;4;352;39,3;;;
275;FALSE;28,1;3;844;20,6;;;
276;TRUE;25,4;2;340,9;1;;;
277;TRUE;48;5;350,6;24,2;;;
278;TRUE;34,1;1;1129,7;45,6;;;
280;FALSE;23,5;3;470,5;48,4;;;
281;TRUE;31,3;5;556,7;35,1;;;
282;TRUE;29,8;4;990,4;66,1;;;
283;FALSE;33,5;2;483,2;63,2;;;
284;FALSE;16;4;962,6;67,9;;;
285;TRUE;8,4;1;1209,1;25;;;
286;TRUE;29,6;2;714,4;32,1;;;
287;TRUE;24,7;3;352,3;13,3;;;
288;TRUE;49,3;3;799;8,2;;;
289;FALSE;48,2;5;704,7;7,5;;;
290;FALSE;38,5;3;1031,7;13,1;;;
291;FALSE;28,3;2;1101,6;54;;;
292;FALSE;12,7;3;644,1;69,9;;;
293;TRUE;24,6;2;665,2;65,5;;;
294;TRUE;35,6;3;1313,8;24,1;;;
295;TRUE;31,5;1;510,2;2,3;;;
296;TRUE;23,8;3;1153,2;19,9;;;
297;TRUE;2,3;3;1269,1;15,2;;;
298;FALSE;34,1;3;1482,9;48;;;
299;TRUE;1,7;5;1206,5;39,1;;;
301;TRUE;46,8;4;1199,9;33,2;;;
302;TRUE;30,3;1;1205,8;70;;;
303;FALSE;44,6;3;787,1;8,6;;;
304;TRUE;9,2;3;1101;56,6;;;
305;TRUE;34,4;4;501,6;23,9;;;
306;FALSE;33,9;2;1334,4;46,9;;;
307;TRUE;25,6;4;1342,6;53,1;;;
308;FALSE;18,9;1;1401,4;66,1;;;
310;TRUE;21,3;3;1205,9;41,2;;;
311;TRUE;48,5;3;867,3;54;;;
312;FALSE;33,7;5;351,8;8,8;;;
313;TRUE;27,5;5;602,3;9,2;;;
314;TRUE;33,5;4;1056,8;65,9;;;
315;FALSE;7,1;4;368,7;4,1;;;
316;FALSE;2,1;4;951,7;67,6;;;
317;FALSE;11,6;2;1363,5;23,6;;;
318;FALSE;28,6;1;401,4;51,3;;;
319;FALSE;36,8;5;760,5;2,4;;;
320;FALSE;17,9;2;439;45,5;;;
321;TRUE;6,1;2;1069,7;18,4;;;
322;TRUE;20,3;1;1230,8;38,9;;;
323;FALSE;39,9;5;543,6;41,6;;;
324;FALSE;17,7;5;1465,8;5,3;;;
325;FALSE;38,1;4;1119,3;33,4;;;
326;TRUE;29,7;2;1226,1;6,8;;;
327;TRUE;18;2;560,7;56,1;;;
328;FALSE;45,8;1;999,3;9,6;;;
329;FALSE;6,5;2;361,3;42,4;;;
330;FALSE;39,3;4;729;23;;;
331;TRUE;29,3;1;1315,2;43,8;;;
332;FALSE;28,5;1;386,6;7,5;;;
333;FALSE;49,1;4;1379,1;50,5;;;
334;TRUE;47;4;1432,2;63,7;;;
335;TRUE;35,2;4;734,8;64,2;;;
337;TRUE;41,6;2;1055,5;10,1;;;
338;FALSE;12,5;4;1074,7;44,5;;;
339;TRUE;25,5;2;587,3;49,4;;;
340;FALSE;12,2;5;817,3;3,9;;;
341;FALSE;16,2;1;997,9;69,5;;;
342;FALSE;40,4;2;927,7;60,2;;;
343;FALSE;40,1;4;754,6;44,7;;;
345;TRUE;3,6;4;624,9;65,3;;;
346;FALSE;39,4;1;536,5;64,4;;;
347;FALSE;28;2;648,4;33,8;;;
348;TRUE;27,5;4;1432,6;63,9;;;
349;TRUE;34,1;5;413,4;67,9;;;
350;TRUE;11,3;5;495,4;43,9;;;
351;FALSE;30,3;2;910,3;41,1;;;
352;TRUE;23;4;434,5;40,3;;;
353;FALSE;16,5;2;939,2;56,3;;;
354;FALSE;24,1;5;837,7;23,2;;;
355;TRUE;42,1;1;1485,7;65,8;;;
356;TRUE;20,8;4;818,3;34,9;;;
357;FALSE;30;1;1171;69,4;;;
358;FALSE;6,3;2;580;68,9;;;
360;FALSE;13,6;2;548,5;13,7;;;
361;TRUE;28,6;4;858,7;56,4;;;
362;FALSE;35,7;3;1004,4;51,6;;;
363;TRUE;19,1;3;720,1;12,1;;;
364;TRUE;3,2;5;1246,7;14,3;;;
365;TRUE;43,1;3;1411,4;6,4;;;
366;FALSE;27,1;3;1144;68,3;;;
367;FALSE;38,6;2;831;41,9;;;
368;FALSE;43,1;2;470,1;69,1;;;
369;TRUE;16,2;3;488,2;1,9;;;
370;TRUE;4,8;5;1089,8;60,2;;;
371;FALSE;30,2;2;533,6;52,9;;;
372;FALSE;17,7;4;1199,9;64,9;;;
373;TRUE;35,8;2;1449,5;40,6;;;
374;FALSE;21,7;2;1120,3;61,4;;;
376;TRUE;8,2;4;822,8;15,1;;;
377;FALSE;7,1;4;775,5;23,1;;;
378;TRUE;9,6;5;1145,9;20,5;;;
379;FALSE;19,7;5;319,3;46,3;;;
380;TRUE;33,5;2;1027,6;19,8;;;
381;TRUE;41,8;3;553,1;1,7;;;
382;TRUE;10,8;1;1411,9;13,4;;;
383;FALSE;38,7;4;358,3;46,9;;;
384;TRUE;19,6;4;327,6;62,1;;;
385;TRUE;5;1;645,1;17,1;;;
386;TRUE;12,6;2;972,2;48,4;;;
387;TRUE;23,4;2;1140,8;49,7;;;
388;FALSE;12,5;1;1155,6;58,6;;;
389;TRUE;12,3;3;787,8;9,6;;;
390;TRUE;6,6;4;1343,4;55,1;;;
391;TRUE;28,8;5;1390,5;26,7;;;
392;FALSE;39,7;4;945,9;23,2;;;
393;FALSE;1,7;1;724,9;1,2;;;
394;TRUE;48,1;4;1264,7;20,3;;;
395;TRUE;34,1;3;660,1;54,7;;;
396;TRUE;46,5;2;1364,8;35,7;;;
397;TRUE;45,3;2;634,3;1;;;
398;TRUE;29;2;402,7;37,7;;;
399;FALSE;38,2;1;452,8;38,1;;;
400;FALSE;40,7;4;925;30,1;;;
401;TRUE;1,8;1;1412,2;37,6;;;
402;FALSE;16,9;3;1499,4;46,1;;;
404;TRUE;30,8;2;660,8;46;;;
405;FALSE;18,6;4;579,6;45,6;;;
407;TRUE;44,6;2;507,7;58,7;;;
408;FALSE;47;5;1019,4;32,7;;;
409;TRUE;18,6;4;597,1;55,5;;;
410;FALSE;14,2;1;1090,2;29,6;;;
411;TRUE;16;2;539,9;10,3;;;
412;FALSE;7,6;3;699;49,7;;;
413;TRUE;38,7;5;837,7;36,9;;;
414;FALSE;13,2;3;1056,2;60;;;
415;FALSE;24,8;1;1308,8;10,4;;;
416;FALSE;35,8;5;1180,4;68,6;;;
418;FALSE;37,1;5;1266,7;47,1;;;
419;FALSE;12,9;4;594,6;29,6;;;
420;TRUE;38;3;1241,1;1,6;;;
422;TRUE;16,6;5;1376,4;50,6;;;
423;TRUE;25,1;2;558,4;69,1;;;
424;TRUE;46,1;1;344,1;40,3;;;
425;FALSE;49,2;2;863,8;69,8;;;
426;TRUE;3,9;5;1365,3;37,6;;;
427;TRUE;20,9;1;699,5;37,9;;;
428;FALSE;39,2;3;428;1,4;;;
429;TRUE;29;2;479,4;58,4;;;
430;TRUE;31,3;4;1337,8;29,6;;;
431;FALSE;39,3;2;1052,1;3,3;;;
432;TRUE;29,5;4;803,3;25,1;;;
433;FALSE;21,3;3;989;37,5;;;
434;FALSE;8,6;5;910,6;19,7;;;
435;FALSE;14,4;4;871,2;52,1;;;
436;TRUE;8,8;5;1185,2;67,6;;;
437;FALSE;5,8;3;661,3;18;;;
438;FALSE;26,4;2;788,9;52,5;;;
439;FALSE;14;3;1414,5;44;;;
440;TRUE;39,3;2;1297,1;55,8;;;
441;FALSE;42,8;3;654,8;62,8;;;
442;TRUE;39,9;5;1176,5;29,7;;;
444;TRUE;14,4;1;377,4;52,8;;;
445;TRUE;22,7;5;1146,6;53,8;;;
446;FALSE;49,8;3;1360,1;21,4;;;
447;TRUE;47,3;4;880,8;2,4;;;
448;TRUE;28,6;4;441,6;48,8;;;
450;FALSE;3,7;4;1208,8;49,7;;;
451;TRUE;10,9;2;613,1;49,4;;;
452;TRUE;2,5;2;379,7;20,4;;;
453;FALSE;28,4;1;899;60,6;;;
454;TRUE;3,8;3;513,7;14,3;;;
455;FALSE;25,2;3;335;55,2;;;
456;TRUE;25,5;3;1064,3;12,3;;;
457;FALSE;36,3;1;335,3;54;;;
458;FALSE;6,7;4;545,5;17,2;;;
459;FALSE;15,4;3;1136,9;53,3;;;
460;FALSE;16;1;1034,3;51,5;;;
461;FALSE;30;5;1162,5;50,2;;;
462;FALSE;17,7;3;841,9;24,5;;;
463;TRUE;17;4;1269,3;6,7;;;
464;TRUE;3,1;3;1371;21,6;;;
465;FALSE;12,2;3;461,7;54,4;;;
466;TRUE;20,6;2;750,3;18,9;;;
467;FALSE;22;2;1317;21,9;;;
468;FALSE;0,9;1;1223,6;23,9;;;
469;TRUE;35,6;1;882,8;7,5;;;
470;TRUE;41,3;2;799,1;22,3;;;
471;TRUE;8,1;5;309,3;16,9;;;
472;TRUE;48,8;1;615,4;34,3;;;
473;TRUE;29,4;3;805,9;5,5;;;
474;FALSE;27,8;5;1119,3;26,2;;;
475;FALSE;45,9;4;1322,5;60,4;;;
476;TRUE;10,6;5;1161;29,9;;;
477;FALSE;11,1;2;929,8;37,5;;;
478;TRUE;44,3;1;497,3;35;;;
479;FALSE;20,2;4;1473,7;26,3;;;
480;FALSE;11,8;4;1411,3;13,1;;;
481;FALSE;30,1;4;897,3;64,2;;;
482;FALSE;27,6;1;1035,9;23,4;;;
483;FALSE;35,3;1;1072;2,9;;;
484;FALSE;38,3;3;624,2;48,3;;;
485;FALSE;38,9;1;910,2;32,4;;;
486;TRUE;7,3;4;934,9;23,8;;;
487;FALSE;6,3;4;1312,4;3,8;;;
488;FALSE;38,8;3;1385,9;4,6;;;
490;FALSE;34,7;5;1417,8;23,5;;;
492;TRUE;49,8;4;471,9;29,9;;;
493;FALSE;34,1;3;477,8;4,6;;;
495;TRUE;15;5;1483,1;33,2;;;
497;TRUE;35,3;1;330,6;17,1;;;
501;FALSE;42,1;1;305,7;48,4;;;
503;TRUE;20,3;2;1265,7;4;;;
504;FALSE;25,6;2;916,1;14,7;;;
506;FALSE;15,5;5;423,4;49,8;;;
508;TRUE;7,1;4;348,9;40,9;;;
510;FALSE;38,1;2;1007,8;20,9;;;
512;FALSE;1,9;1;609,4;18,3;;;
514;FALSE;44,8;2;1478,1;11,6;;;
516;FALSE;44,4;4;1257,9;48,5;;;
518;TRUE;28,5;4;990,8;27,2;;;
520;FALSE;19,1;3;1372,4;64,7;;;
522;FALSE;22,9;4;462,3;20,5;;;
523;FALSE;42,3;4;910,6;55,6;;;
524;TRUE;44,5;4;675,9;53,3;;;
525;TRUE;16,2;3;462,9;56;;;
526;TRUE;3,2;1;1470,7;23,2;;;
527;TRUE;27;2;1399,6;50,3;;;
528;FALSE;30,6;5;315,5;44,1;;;
529;FALSE;32,6;1;824,7;46,1;;;
530;FALSE;24,7;1;1032,6;58,2;;;
532;TRUE;25,7;4;838,7;10,1;;;
533;TRUE;40;4;1155,4;37,2;;;
534;TRUE;22,7;4;845,5;68,8;;;
535;FALSE;1;2;714,7;3,6;;;
536;FALSE;39,7;3;577,6;40,2;;;
537;FALSE;3,3;1;1381;24,1;;;
538;TRUE;6,8;2;370;57,9;;;
539;FALSE;45,4;4;1098,8;62,1;;;
540;TRUE;35,8;3;353,5;30,3;;;
541;FALSE;38,3;1;368,1;61;;;
542;TRUE;45;3;348,8;37,6;;;
543;FALSE;42,6;1;555;64,8;;;
544;TRUE;37,9;2;963,4;43,7;;;
545;TRUE;41,6;2;980,1;53,6;;;
546;TRUE;7,8;1;1399,6;60,4;;;
547;FALSE;41,7;4;539,5;62,7;;;
548;FALSE;7;3;1161,4;51,3;;;
549;TRUE;24,1;1;1221,8;39,6;;;
550;FALSE;36,8;4;1024,4;36,3;;;
551;TRUE;41;1;1450,8;36,9;;;
552;FALSE;44,3;1;707,6;41,9;;;
553;FALSE;9,6;1;350,4;4,9;;;
554;FALSE;37,7;4;1212,2;54,8;;;
555;TRUE;9,6;2;1493,3;17;;;
556;FALSE;50;1;451,7;64,3;;;
557;FALSE;41,1;2;723,9;12,5;;;
558;FALSE;4,4;3;1391,4;66,3;;;
559;FALSE;24,1;3;1181,7;27,4;;;
560;TRUE;47,1;1;888,2;46;;;
561;TRUE;48,5;4;1242;11,5;;;
562;FALSE;45,1;2;520,8;60,9;;;
563;TRUE;10,4;3;846,7;53;;;
564;FALSE;3,5;1;761,7;57,6;;;
565;TRUE;26,7;1;580,5;67,4;;;
566;FALSE;25,9;5;1223,4;61,3;;;
567;FALSE;5,9;2;946;57,4;;;
568;FALSE;9,8;2;351,1;25,1;;;
569;FALSE;44,8;2;525,8;14,4;;;
570;FALSE;31,3;3;407,9;39;;;
571;TRUE;26,8;5;1359,1;53,7;;;
572;FALSE;8,5;3;1024;26,5;;;
573;FALSE;34,4;3;541,6;55,9;;;
574;FALSE;3,1;3;369,8;43,1;;;
575;TRUE;22,9;5;723,7;67,6;;;
576;FALSE;26,1;3;1197,9;43,4;;;
577;FALSE;22,6;3;1307,2;27,6;;;
578;FALSE;42,1;3;1457,2;10,6;;;
579;FALSE;47,6;1;1345,4;11,6;;;
580;FALSE;18,4;2;1217,8;13,9;;;
581;FALSE;31,1;2;1141,3;48,9;;;
582;TRUE;35;4;747,3;66,1;;;
583;FALSE;36,3;1;1468;49,7;;;
584;FALSE;29,8;1;1465,9;67,7;;;
585;FALSE;49,7;4;1442,3;50;;;
586;TRUE;41,6;1;1240,5;65,1;;;
587;TRUE;13,2;5;358,7;2,2;;;
588;FALSE;36,4;3;1147,5;21,2;;;
590;FALSE;14,6;3;907,6;40,4;;;
591;FALSE;36,6;3;423,8;8,3;;;
592;TRUE;43,1;1;871,4;60,6;;;
593;TRUE;26;3;1106,1;59,7;;;
594;TRUE;43,4;3;862,9;18,1;;;
595;FALSE;40,2;5;774,7;61,4;;;
596;FALSE;18,4;1;638;46,2;;;
597;TRUE;16,5;1;573,6;7,5;;;
598;FALSE;38,3;3;1052,8;51,8;;;
599;FALSE;36,9;4;1442,5;39,1;;;
600;FALSE;26,1;2;1280,6;67,8;;;
601;FALSE;13,8;3;1160,6;47,6;;;
602;TRUE;26,4;5;1350,9;14,9;;;
603;TRUE;13,8;1;1051,8;33,5;;;
604;FALSE;49,7;5;1135,4;18,3;;;
605;FALSE;49,3;3;1267,4;14;;;
606;FALSE;11,7;4;1168,5;27,3;;;
607;TRUE;18,9;3;1167,6;35,8;;;
608;FALSE;45,8;5;690,2;34,2;;;
609;FALSE;21,4;2;966,7;60,9;;;
610;TRUE;23,4;1;1246,6;28,5;;;
611;TRUE;32,7;3;597,6;27,1;;;
612;TRUE;1,2;2;630,1;40,1;;;
613;TRUE;30,9;5;454,8;30;;;
614;TRUE;49,1;2;732,2;19,8;;;
615;FALSE;0,9;4;1495,6;49,2;;;
616;TRUE;7,2;3;320,3;32,4;;;
617;TRUE;11,6;5;1020,8;61,1;;;
618;FALSE;48,9;5;680,5;16,2;;;
619;FALSE;45;5;1164;34,5;;;
620;FALSE;1;5;710,8;59,7;;;
621;TRUE;34;2;899,1;39,8;;;
622;FALSE;43;4;1076,3;45,6;;;
623;FALSE;42,9;3;405,2;51,5;;;
624;TRUE;20,2;1;648,8;4,4;;;
625;TRUE;22,4;5;937,8;47,4;;;
626;TRUE;32,7;4;983,7;31,7;;;
627;FALSE;24,4;3;1098,9;18,8;;;
628;FALSE;5,5;5;304,6;52,5;;;
630;FALSE;13,4;3;424,7;53,5;;;
632;TRUE;3,6;2;708,8;44,5;;;
633;FALSE;22,9;1;419,4;65,6;;;
634;TRUE;18,5;5;1235,2;55,3;;;
635;TRUE;44,1;2;401,3;60,4;;;
636;FALSE;45,3;5;1343,9;67,9;;;
637;FALSE;45,3;5;917;16,4;;;
638;FALSE;7,7;1;465,6;43,8;;;
639;TRUE;4,9;3;897,6;61;;;
